tony_id,show_title,opening_date,ceremony_year,category,nominated,won
1831,Fiorello!,,1960,Best Direction of a Musical,1,1
1832,Destry Rides Again,,1960,Best Direction of a Musical,1,0
1833,Gypsy,,1960,Best Direction of a Musical,1,0
1834,The Sound of Music,,1960,Best Direction of a Musical,1,0
1835,Take Me Along,,1960,Best Direction of a Musical,1,0
2099,The Miracle Worker,2010-03-03,1960,Best Direction of a Play,1,1
2100,The Best Man,2012-04-01,1960,Best Direction of a Play,1,0
2101,A Raisin in the Sun,,1960,Best Direction of a Play,1,0
2102,Sweet Bird of Youth,2012-09-15,1960,Best Direction of a Play,1,0
2103,The Tenth Man,,1960,Best Direction of a Play,1,0
72,Fiorello!,2013-01-30,1960,Best Musical,1,1
73,The Sound of Music (TIE),,1960,Best Musical,1,1
74,Gypsy,,1960,Best Musical,1,0
75,Once Upon a Mattress,,1960,Best Musical,1,0
76,Take Me Along,,1960,Best Musical,1,0
363,The Miracle Worker,2010-03-03,1960,Best Play,1,1
364,The Best Man,2012-04-01,1960,Best Play,1,0
365,A Raisin in the Sun,,1960,Best Play,1,0
366,The Tenth Man,,1960,Best Play,1,0
367,Toys in the Attic,,1960,Best Play,1,0
1571,Bye Bye Birdie,2009-10-15,1961,Best Choreography,1,1
1572,Irma La Douce,,1961,Best Choreography,1,0
1836,Bye Bye Birdie,2009-10-15,1961,Best Direction of a Musical,1,1
1837,Do Re Mi,,1961,Best Direction of a Musical,1,0
1838,Irma La Douce,,1961,Best Direction of a Musical,1,0
2104,Big Fish,2013-10-06,1961,Best Direction of a Play,1,1
2105,All the Way Home,,1961,Best Direction of a Play,1,0
2106,The Hostage,,1961,Best Direction of a Play,1,0
2107,Rhinoceros,,1961,Best Direction of a Play,1,0
77,Bye Bye Birdie,2009-10-15,1961,Best Musical,1,1
78,Do Re Mi,,1961,Best Musical,1,0
79,Irma La Douce Book &,,1961,Best Musical,1,0
368,Becket,,1961,Best Play,1,1
369,All the Way Home †,,1961,Best Play,1,0
370,The Devil's Advocate,,1961,Best Play,1,0
371,The Hostage,,1961,Best Play,1,0
1063,How to Succeed in Business Without Really Trying,,1962,Best Book of a Musical,1,1
1064,Carnival!,,1962,Best Book of a Musical,1,0
1573,Kwamina (TIE),,1962,Best Choreography,1,1
1574,No Strings (TIE),,1962,Best Choreography,1,1
1575,The Happiest Girl in the World,,1962,Best Choreography,1,0
1576,Subways Are for Sleeping,,1962,Best Choreography,1,0
1839,How to Succeed in Business Without Really Trying,,1962,Best Direction of a Musical,1,1
1840,All American,,1962,Best Direction of a Musical,1,0
1841,Carnival!,,1962,Best Direction of a Musical,1,0
1842,No Strings,,1962,Best Direction of a Musical,1,0
2108,A Man For All Seasons,2008-10-07,1962,Best Direction of a Play,1,1
2109,The Caretaker,,1962,Best Direction of a Play,1,0
2110,Gideon,,1962,Best Direction of a Play,1,0
2111,Great Day in the Morning,,1962,Best Direction of a Play,1,0
80,How to Succeed in Business Without Really Trying,,1962,Best Musical,1,1
81,Carnival!,,1962,Best Musical,1,0
82,Milk and Honey,,1962,Best Musical,1,0
83,No Strings,,1962,Best Musical,1,0
1295,No Strings,,1962,Best Original Score,1,1
1296,How to Succeed in Business Without Really Trying,,1962,Best Original Score,1,0
1297,Kwamina,,1962,Best Original Score,1,0
1298,Milk and Honey,,1962,Best Original Score,1,0
372,A Man For All Seasons,2008-10-07,1962,Best Play,1,1
373,The Caretaker,,1962,Best Play,1,0
374,Gideon,,1962,Best Play,1,0
375,The Night of the Iguana,,1962,Best Play,1,0
1065,A Funny Thing Happened on the Way to the Forum,,1963,Best Book of a Musical,1,1
1066,Little Me,,1963,Best Book of a Musical,1,0
1067,Oliver Parker!,2010-05-17,1963,Best Book of a Musical,1,0
1068,Stop the World – I Want to Get Off,,1963,Best Book of a Musical,1,0
1577,Little Me,,1963,Best Choreography,1,1
1578,Bravo Giovanni,,1963,Best Choreography,1,0
1843,A Funny Thing Happened on the Way to the Forum,,1963,Best Direction of a Musical,1,1
1844,Brigadoon (Chicago),2014-06-27,1963,Best Direction of a Musical,1,0
1845,Little Me,,1963,Best Direction of a Musical,1,0
1846,Oliver Parker!,2010-05-17,1963,Best Direction of a Musical,1,0
2112,Who's Afraid of Virginia Woolf?,,1963,Best Direction of a Play,1,1
2113,Never Too Late,,1963,Best Direction of a Play,1,0
2114,The School for Scandal,,1963,Best Direction of a Play,1,0
2115,Tchin-Tchin,,1963,Best Direction of a Play,1,0
84,A Funny Thing Happened on the Way to the Forum,,1963,Best Musical,1,1
85,Little Me,,1963,Best Musical,1,0
86,"Oliver! Book, Music, &",,1963,Best Musical,1,0
87,"Stop the World – I Want to Get Off Book, Music &",,1963,Best Musical,1,0
1299,Oliver Parker!,2010-05-17,1963,Best Original Score,1,1
1300,Bravo Giovanni,,1963,Best Original Score,1,0
1301,Little Me,,1963,Best Original Score,1,0
1302,Stop the World – I Want to Get Off,,1963,Best Original Score,1,0
376,Who's Afraid of Virginia Woolf?,,1963,Best Play,1,1
377,Mother Courage and Her Children,,1963,Best Play,1,0
378,Tchin-Tchin,,1963,Best Play,1,0
379,A Thousand Clowns,2001-07-11,1963,Best Play,1,0
1069,"Hello, Dolly!",2017-04-20,1964,Best Book of a Musical,1,1
1070,The Girl Who Came to Supper,,1964,Best Book of a Musical,1,0
1071,High,2011-04-19,1964,Best Book of a Musical,1,0
1072,She Loves Me,2016-03-17,1964,Best Book of a Musical,1,0
1579,"Hello, Dolly!",2017-04-20,1964,Best Choreography,1,1
1580,Anyone Can Whistle,2010-04-08,1964,Best Choreography,1,0
1581,Funny Girl,,1964,Best Choreography,1,0
1582,High,2011-04-19,1964,Best Choreography,1,0
1847,"Hello, Dolly!",2017-04-20,1964,Best Direction of a Musical,1,1
1848,110 in the Shade,2007-05-09,1964,Best Direction of a Musical,1,0
1849,High,2011-04-19,1964,Best Direction of a Musical,1,0
1850,She Loves Me,2016-03-17,1964,Best Direction of a Musical,1,0
2116,Barefoot in the Park,2006-02-16,1964,Best Direction of a Play,1,1
2117,The Ballad of the Sad Café,,1964,Best Direction of a Play,1,0
2118,The Deputy,,1964,Best Direction of a Play,1,0
2119,Marathon '33,,1964,Best Direction of a Play,1,0
88,"Hello, Dolly!",2017-04-20,1964,Best Musical,1,1
89,Funny Girl,,1964,Best Musical,1,0
90,High,2011-04-19,1964,Best Musical,1,0
91,She Loves Me,2016-03-17,1964,Best Musical,1,0
1303,"Hello, Dolly!",2017-04-20,1964,Best Original Score,1,1
1304,Funny Girl,,1964,Best Original Score,1,0
1305,High,2011-04-19,1964,Best Original Score,1,0
1306,110 in the Shade,2007-05-09,1964,Best Original Score,1,0
380,Luther,,1964,Best Play,1,1
381,The Ballad of the Sad Cafe,,1964,Best Play,1,0
382,Barefoot in the Park,2006-02-16,1964,Best Play,1,0
383,Dylan,,1964,Best Play,1,0
1073,Fiddler on the Roof,,1965,Best Book of a Musical,1,1
1074,Baker Street,,1965,Best Book of a Musical,1,0
1075,Ben Franklin in Paris,,1965,Best Book of a Musical,1,0
1076,_______ A,2017-09-11,1965,Best Book of a Musical,1,0
1583,Fiddler on the Roof,,1965,Best Choreography,1,1
1584,Bajour,,1965,Best Choreography,1,0
1585,Golden Boy,,1965,Best Choreography,1,0
1586,_______ A,2017-09-11,1965,Best Choreography,1,0
1851,Fiddler on the Roof,,1965,Best Direction of a Musical,1,1
1852,_______ A,2017-09-11,1965,Best Direction of a Musical,1,0
1853,"Oh, What a Lovely War!",,1965,Best Direction of a Musical,1,0
1854,The Roar of the Greasepaint – The Smell of the Crowd,,1965,Best Direction of a Musical,1,0
2120,The Art of Luv (Part 1),2016-01-08,1965,Best Direction of a Play,1,1
2121,The Subject Was Roses,,1965,Best Direction of a Play,1,0
2122,Tartuffe,2003-01-09,1965,Best Direction of a Play,1,0
2123,Tiny Alice,,1965,Best Direction of a Play,1,0
92,Fiddler on the Roof,,1965,Best Musical,1,1
93,Golden Boy,,1965,Best Musical,1,0
94,_______ A,2017-09-11,1965,Best Musical,1,0
95,"Oh, What a Lovely War!",,1965,Best Musical,1,0
1307,Fiddler on the Roof,,1965,Best Original Score,1,1
1308,_______ A,2017-09-11,1965,Best Original Score,1,0
1309,_______ A,2017-09-11,1965,Best Original Score,1,0
1310,The Roar of the Greasepaint – The Smell of the Crowd,,1965,Best Original Score,1,0
384,The Subject Was Roses †,,1965,Best Play,1,1
385,The Art of Luv (Part 1),2016-01-08,1965,Best Play,1,0
386,The Odd Couple,2005-10-27,1965,Best Play,1,0
387,Tiny Alice,,1965,Best Play,1,0
1587,Sweet Charity,,1966,Best Choreography,1,1
1588,Mame,,1966,Best Choreography,1,0
1589,Man of La Mancha,2002-12-05,1966,Best Choreography,1,0
1590,Skyscraper,,1966,Best Choreography,1,0
1855,Man of La Mancha,2002-12-05,1966,Best Direction of a Musical,1,1
1856,Mame,,1966,Best Direction of a Musical,1,0
1857,Skyscraper,,1966,Best Direction of a Musical,1,0
1858,Sweet Charity,,1966,Best Direction of a Musical,1,0
2124,Marat/Sade,,1966,Best Direction of a Play,1,1
2125,The Lion,2015-02-03,1966,Best Direction of a Play,1,0
2126,"Philadelphia, Here I Come!",,1966,Best Direction of a Play,1,0
2127,You Can’t Take It With You,2014-09-28,1966,Best Direction of a Play,1,0
96,Man of La Mancha,2002-12-05,1966,Best Musical,1,1
97,Mame,,1966,Best Musical,1,0
98,Skyscraper,,1966,Best Musical,1,0
99,Sweet Charity,,1966,Best Musical,1,0
1311,Man of La Mancha,2002-12-05,1966,Best Original Score,1,1
1312,Mame,,1966,Best Original Score,1,0
1313,On a Clear Day You Can See Forever,,1966,Best Original Score,1,0
1314,Sweet Charity,,1966,Best Original Score,1,0
388,Marat/Sade,,1966,Best Play,1,1
389,Inadmissible Evidence,,1966,Best Play,1,0
390,"Philadelphia, Here I Come!",,1966,Best Play,1,0
391,The Right Honourable Gentleman,,1966,Best Play,1,0
1591,Cabaret,,1967,Best Choreography,1,1
1592,Annie,2012-11-08,1967,Best Choreography,1,0
1593,The Apple Tree,2006-12-14,1967,Best Choreography,1,0
1594,A Joyful Noise,,1967,Best Choreography,1,0
1595,Walking Happy,,1967,Best Choreography,1,0
1859,Cabaret,,1967,Best Direction of a Musical,1,1
1860,Annie,2012-11-08,1967,Best Direction of a Musical,1,0
1861,The Apple Tree,2006-12-14,1967,Best Direction of a Musical,1,0
1862,I Do! I Do!,,1967,Best Direction of a Musical,1,0
2128,The Homecoming,2007-12-16,1967,Best Direction of a Play,1,1
2129,Black Comedy,,1967,Best Direction of a Play,1,0
2130,A Delicate Balance,,1967,Best Direction of a Play,1,0
2131,Marat/Sade,,1967,Best Direction of a Play,1,0
100,Cabaret,,1967,Best Musical,1,1
101,I Do! I Do! Book &,,1967,Best Musical,1,0
102,The Apple Tree,2006-12-14,1967,Best Musical,1,0
103,Walking Happy,,1967,Best Musical,1,0
1315,Cabaret,,1967,Best Original Score,1,1
1316,The Apple Tree,2006-12-14,1967,Best Original Score,1,0
1317,I Do! I Do!,,1967,Best Original Score,1,0
1318,Walking Happy,,1967,Best Original Score,1,0
392,The Homecoming,2007-12-16,1967,Best Play,1,1
393,Black Comedy,,1967,Best Play,1,0
394,A Delicate Balance †,,1967,Best Play,1,0
395,The Killing of Sister George,,1967,Best Play,1,0
1596,The Happy Time,,1968,Best Choreography,1,1
1597,"Hallelujah, Baby!",,1968,Best Choreography,1,0
1598,"Henry, Sweet Henry",,1968,Best Choreography,1,0
1599,Illya Darling,,1968,Best Choreography,1,0
1863,The Happy Time,,1968,Best Direction of a Musical,1,1
1864,"Hallelujah, Baby!",,1968,Best Direction of a Musical,1,0
1865,"How Now, Dow Jones",,1968,Best Direction of a Musical,1,0
1866,Illya Darling,,1968,Best Direction of a Musical,1,0
2132,Plaza Suite,2022-03-28,1968,Best Direction of a Play,1,1
2133,A Day in the Death of Joe Egg,2003-04-03,1968,Best Direction of a Play,1,0
2134,Rosencrantz and Guildenstern Are Dead,2014-01-28,1968,Best Direction of a Play,1,0
2135,You Know I Can't Hear You When the Water's Running,,1968,Best Direction of a Play,1,0
104,"Hallelujah, Baby!",,1968,Best Musical,1,1
105,The Happy Time,,1968,Best Musical,1,0
106,Illya Darling,,1968,Best Musical,1,0
1319,"Hallelujah, Baby!",,1968,Best Original Score,1,1
1320,The Happy Time,,1968,Best Original Score,1,0
1321,"How Now, Dow Jones",,1968,Best Original Score,1,0
1322,Illya Darling,,1968,Best Original Score,1,0
396,Rosencrantz and Guildenstern Are Dead,2014-01-28,1968,Best Play,1,1
397,A Day in the Death of Joe Egg,2003-04-03,1968,Best Play,1,0
398,Plaza Suite,2022-03-28,1968,Best Play,1,0
399,Arthur Miller's The Price,2017-03-16,1968,Best Play,1,0
1600,George M!,,1969,Best Choreography,1,1
1601,Canterbury Tales,,1969,Best Choreography,1,0
1602,"Promises, Promises",2010-04-25,1969,Best Choreography,1,0
1603,Zorba!,2015-05-06,1969,Best Choreography,1,0
1867,Jaja's African Hair Braiding,1970-01-01,1969,Best Direction of a Musical,1,0
1868,"Promises, Promises",2010-04-25,1969,Best Direction of a Musical,1,0
1869,Zorba!,2015-05-06,1969,Best Direction of a Musical,1,0
2136,Hadrian VII,,1969,Best Direction of a Play,1,1
2137,_______ A,2017-09-11,1969,Best Direction of a Play,1,0
2138,The Man in the Glass Booth,,1969,Best Direction of a Play,1,0
2139,"Play It Again, Sam",,1969,Best Direction of a Play,1,0
107,Jaja's African Hair Braiding,1970-01-01,1969,Best Musical,1,0
108,"Promises, Promises",2010-04-25,1969,Best Musical,1,0
109,Zorba!,2015-05-06,1969,Best Musical,1,0
400,The Great White Hope †,,1969,Best Play,1,1
401,Hadrian VII,,1969,Best Play,1,0
402,Lovers,,1969,Best Play,1,0
403,The Man in the Glass Booth,,1969,Best Play,1,0
1604,Applause,,1970,Best Choreography,1,1
1605,Billy,,1970,Best Choreography,1,0
1606,Coco,,1970,Best Choreography,1,0
1607,Purlie Victorious: A Non-Confederate Romp Through the Cotton Patch,2023-09-27,1970,Best Choreography,1,0
1870,Applause,,1970,Best Direction of a Musical,1,1
1871,Coco,,1970,Best Direction of a Musical,1,0
1872,Purlie Victorious: A Non-Confederate Romp Through the Cotton Patch,2023-09-27,1970,Best Direction of a Musical,1,0
2140,Child's Play,,1970,Best Direction of a Play,1,1
2141,Boy,2016-03-10,1970,Best Direction of a Play,1,0
2142,Butterflies Are Free,,1970,Best Direction of a Play,1,0
2143,Last of the Red Hot Lovers,,1970,Best Direction of a Play,1,0
110,Applause,,1970,Best Musical,1,1
111,Coco Book &,,1970,Best Musical,1,0
112,Purlie Victorious: A Non-Confederate Romp Through the Cotton Patch,2023-09-27,1970,Best Musical,1,0
404,Boy,2016-03-10,1970,Best Play,1,1
405,Child's Play,,1970,Best Play,1,0
406,Indians,,1970,Best Play,1,0
407,The Last of the Red Hot Lovers,,1970,Best Play,1,0
1077,Company,,1971,Best Book of a Musical,1,1
1078,The Me Nobody Knows,,1971,Best Book of a Musical,1,0
1079,The Rothschilds,,1971,Best Book of a Musical,1,0
1608,"No, No, Nanette",,1971,Best Choreography,1,1
1609,Company,,1971,Best Choreography,1,0
1610,The Rothschilds,,1971,Best Choreography,1,0
1873,Company,,1971,Best Direction of a Musical,1,1
1874,The Me Nobody Knows,,1971,Best Direction of a Musical,1,0
1875,"No, No, Nanette",,1971,Best Direction of a Musical,1,0
1876,The Rothschilds,,1971,Best Direction of a Musical,1,0
2144,A Midsummer Night's Dream,,1971,Best Direction of a Play,1,1
2145,Home,,1971,Best Direction of a Play,1,0
2146,The School for Lies,2011-05-01,1971,Best Direction of a Play,1,0
2147,Sleuth,,1971,Best Direction of a Play,1,0
113,Company,,1971,Best Musical,1,1
114,The Me Nobody Knows,,1971,Best Musical,1,0
115,The Rothschilds,,1971,Best Musical,1,0
1323,Company,,1971,Best Original Score,1,1
1324,The Me Nobody Knows,,1971,Best Original Score,1,0
1325,The Rothschilds,,1971,Best Original Score,1,0
408,Sleuth,,1971,Best Play,1,1
409,Home,,1971,Best Play,1,0
410,the philanthropist,1970-01-01,1971,Best Play,1,0
411,Story Theatre,,1971,Best Play,1,0
1080,Two Gentlemen of Verona,2015-04-24,1972,Best Book of a Musical,1,1
1081,_______ A,2017-09-11,1972,Best Book of a Musical,1,0
1082,Follies,,1972,Best Book of a Musical,1,0
1083,Grease,2007-08-19,1972,Best Book of a Musical,1,0
1611,Follies,,1972,Best Choreography,1,1
1612,Grease,2007-08-19,1972,Best Choreography,1,0
1613,Two Gentlemen of Verona,2015-04-24,1972,Best Choreography,1,0
1877,Follies,,1972,Best Direction of a Musical,1,1
1878,_______ A,2017-09-11,1972,Best Direction of a Musical,1,0
1879,A Funny Thing Happened on the Way to the Forum,,1972,Best Direction of a Musical,1,0
1880,Two Gentlemen of Verona,2015-04-24,1972,Best Direction of a Musical,1,0
2148,Avenue Q,2009-10-21,1972,Best Direction of a Play,1,1
2149,Old Times,2015-10-06,1972,Best Direction of a Play,1,0
2150,Sticks and Bones,2014-11-06,1972,Best Direction of a Play,1,0
2151,Nine,2003-04-10,1972,Best Direction of a Play,1,0
116,Two Gentlemen of Verona,2015-04-24,1972,Best Musical,1,1
117,_______ A,2017-09-11,1972,Best Musical,1,0
118,Follies,,1972,Best Musical,1,0
119,Grease,2007-08-19,1972,Best Musical,1,0
1326,Follies,,1972,Best Original Score,1,1
1327,_______ A,2017-09-11,1972,Best Original Score,1,0
1328,Jesus Christ Superstar,,1972,Best Original Score,1,0
1329,Two Gentlemen of Verona,2015-04-24,1972,Best Original Score,1,0
412,Sticks and Bones,2014-11-06,1972,Best Play,1,1
413,Old Times,2015-10-06,1972,Best Play,1,0
414,Avenue Q,2009-10-21,1972,Best Play,1,0
415,Vivat! Vivat Regina!,,1972,Best Play,1,0
1084,A Little Night Music,2009-12-13,1973,Best Book of a Musical,1,1
1085,"Don't Bother Me, I Can't Cope",,1973,Best Book of a Musical,1,0
1086,Us,2012-09-05,1973,Best Book of a Musical,1,0
1087,Pippin,,1973,Best Book of a Musical,1,0
1614,Pippin,,1973,Best Choreography,1,1
1615,Irene,,1973,Best Choreography,1,0
1616,Much Ado About Nothing,2014-06-16,1973,Best Choreography,1,0
1617,Sugar,,1973,Best Choreography,1,0
1881,Pippin,,1973,Best Direction of a Musical,1,1
1882,"Don't Bother Me, I Can't Cope",,1973,Best Direction of a Musical,1,0
1883,A Little Night Music,2009-12-13,1973,Best Direction of a Musical,1,0
1884,Sugar,,1973,Best Direction of a Musical,1,0
2152,That Championship Season,2011-03-06,1973,Best Direction of a Play,1,1
2153,The Changing Room,,1973,Best Direction of a Play,1,0
2154,Much Ado About Nothing,2014-06-16,1973,Best Direction of a Play,1,0
2155,The Sunshine Boys,,1973,Best Direction of a Play,1,0
120,A Little Night Music,2009-12-13,1973,Best Musical,1,1
121,"Don't Bother Me, I Can't Cope Book, Music, &",,1973,Best Musical,1,0
122,Pippin,,1973,Best Musical,1,0
123,Sugar,,1973,Best Musical,1,0
1330,A Little Night Music,2009-12-13,1973,Best Original Score,1,1
1331,"Don't Bother Me, I Can't Cope",,1973,Best Original Score,1,0
1332,Much Ado About Nothing,2014-06-16,1973,Best Original Score,1,0
1333,Pippin,,1973,Best Original Score,1,0
416,That Championship Season,2011-03-06,1973,Best Play,1,1
417,Butley,2006-10-25,1973,Best Play,1,0
418,The Changing Room,,1973,Best Play,1,0
419,The Sunshine Boys,,1973,Best Play,1,0
1088,Candida,2010-03-08,1974,Best Book of a Musical,1,1
1089,Raisin,,1974,Best Book of a Musical,1,0
1090,Seesaw,,1974,Best Book of a Musical,1,0
1618,Seesaw,,1974,Best Choreography,1,1
1619,Over Here!,,1974,Best Choreography,1,0
1620,Raisin,,1974,Best Choreography,1,0
1885,Candida,2010-03-08,1974,Best Direction of a Musical,1,1
1886,Over Here!,,1974,Best Direction of a Musical,1,0
1887,Raisin,,1974,Best Direction of a Musical,1,0
1888,Seesaw,,1974,Best Direction of a Musical,1,0
2156,A Moon for the Misbegotten,,1974,Best Direction of a Play,1,1
2157,Chemin de Fer,,1974,Best Direction of a Play,1,0
2158,Find Your Way Home,,1974,Best Direction of a Play,1,0
2159,Ulysses in Nighttown,,1974,Best Direction of a Play,1,0
2160,Uncle Vanya,,1974,Best Direction of a Play,1,0
124,Raisin,,1974,Best Musical,1,1
125,Over Here!,,1974,Best Musical,1,0
126,Seesaw,,1974,Best Musical,1,0
1334,Gigi,,1974,Best Original Score,1,1
1335,The Good Doctor,,1974,Best Original Score,1,0
1336,Raisin,,1974,Best Original Score,1,0
1337,Seesaw,,1974,Best Original Score,1,0
420,The River,2014-11-16,1974,Best Play,1,1
421,The Au Pair Man,,1974,Best Play,1,0
422,In the Boom Boom Room,,1974,Best Play,1,0
423,Ulysses in Nighttown,,1974,Best Play,1,0
1091,Shenandoah,,1975,Best Book of a Musical,1,1
1092,Lieutenant of Inishmore,2006-05-03,1975,Best Book of a Musical,1,0
1093,Mack and Mabel,,1975,Best Book of a Musical,1,0
1094,The Wiz,2024-04-17,1975,Best Book of a Musical,1,0
1621,The Wiz,2024-04-17,1975,Best Choreography,1,1
1622,Dance with Me,,1975,Best Choreography,1,0
1623,Doctor Jazz,,1975,Best Choreography,1,0
1624,Mack and Mabel,,1975,Best Choreography,1,0
1625,Shenandoah,,1975,Best Choreography,1,0
1626,Where's Charley?,2011-03-17,1975,Best Choreography,1,0
1889,The Wiz,2024-04-17,1975,Best Direction of a Musical,1,1
1890,Gypsy,,1975,Best Direction of a Musical,1,0
1891,Mack & Mabel,,1975,Best Direction of a Musical,1,0
1892,The Magic Show,,1975,Best Direction of a Musical,1,0
2161,Equus,2010-03-12,1975,Best Direction of a Play,1,1
2162,London Assurance,,1975,Best Direction of a Play,1,0
2163,The National Health,,1975,Best Direction of a Play,1,0
2164,"Same Time, Next Year",,1975,Best Direction of a Play,1,0
2165,Scapino,,1975,Best Direction of a Play,1,0
2166,Sizwe Banzi Is Dead and The Island,,1975,Best Direction of a Play,1,0
127,The Wiz,2024-04-17,1975,Best Musical,1,1
128,Mack and Mabel,,1975,Best Musical,1,0
129,"The Lieutenant Book, Music &",,1975,Best Musical,1,0
130,Shenandoah,,1975,Best Musical,1,0
1338,The Wiz,2024-04-17,1975,Best Original Score,1,1
1339,A Letter for Queen Victoria,,1975,Best Original Score,1,0
1340,Lieutenant of Inishmore,2006-05-03,1975,Best Original Score,1,0
1341,Shenandoah,,1975,Best Original Score,1,0
424,Equus,2010-03-12,1975,Best Play,1,1
425,The National Health,,1975,Best Play,1,0
426,"Same Time, Next Year",,1975,Best Play,1,0
427,Seascape,2005-11-21,1975,Best Play,1,0
428,Short Eyes,,1975,Best Play,1,0
429,Sizwe Banzi Is Dead / The Island,,1975,Best Play,1,0
