show_title,opening_date,show_type,is_revival,week_ending,week_number,is_preview,gross,gross_diff_pct,capacity_pct,attendance,avg_ticket,top_ticket,performances,theater
& Juliet,2022-11-17,,0,2023-09-03,41,0,1172142.1,0.1436630599464379,0.9906999999999999,8132,144.14,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-09-10,42,0,919973.8,-0.2151345813788277,0.8912,7315,125.77,373.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-09-17,43,0,983891.6,0.06947784817350225,0.9455,7761,126.77,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-09-24,44,0,923505.7,-0.06137454573247706,0.8556,7023,131.5,373.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-10-01,45,0,938417.4,0.01614684132431459,0.8674,7120,131.8,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-10-08,46,0,1109650.9,0.182470508326039,0.9384,7702,144.07,373.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-10-15,47,0,1127227.9,0.01584011692325938,0.9423,7734,145.75,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-10-22,48,0,1122841.9,-0.00389096118007725,0.9327,7656,146.66,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-10-29,49,0,957958.4,-0.1468448051324055,0.9003,7390,129.63,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-11-05,50,0,997560.5,0.04134010412143155,0.9208,7558,131.99,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-11-12,51,0,1107122.45,0.109829879992241,0.9185,7539,146.85,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-11-19,52,0,1104596.5,-0.002281545279837793,0.9112,7479,147.69,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-11-26,53,0,1459276.3,0.3210944448945837,1.0002,8210,177.74,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-12-03,54,0,1138117.9,-0.2200805974852056,0.9131,7495,151.85,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-12-10,55,0,1223471.4,0.0749953058466087,0.951,7806,156.73,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-12-17,56,0,1199036.9,-0.01997145172335046,0.9258,7599,157.79,373.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-12-24,57,0,1348040.2,0.1242691530177262,0.9875,8105,166.32,373.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2023-12-31,58,0,1784051.0,0.3234405027387166,1.0058,9288,192.08,397.0,9.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-01-07,59,0,1118061.9,-0.3733016040460727,0.9998999999999999,7181,155.7,323.0,7.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-01-14,60,0,1167943.9,0.04461470335408085,0.9536,7827,149.22,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-01-21,61,0,974754.3,-0.1654099995727533,0.9270999999999999,7610,128.09,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-01-28,62,0,1058739.0,0.08615986613241916,0.98,8044,131.62,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-02-04,63,0,1010598.7,-0.04546946886815358,0.9856,8090,124.92,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-02-11,64,0,897506.3,-0.1119063382923409,0.9122,7487,119.88,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-02-18,65,0,1212768.3,0.351264386667815,0.9691,7954,152.47,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-02-25,66,0,1137472.1,-0.06208622042644085,0.9984000000000001,8195,138.8,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-03-03,67,0,875386.2,-0.2304108382086911,0.8743000000000001,7176,121.99,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-03-10,68,0,1013516.7,0.1577937829040485,0.9146,7507,135.01,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-03-17,69,0,1174596.3,0.1589313723197655,0.9991,8201,143.23,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-03-24,70,0,1071033.9,-0.08816850521323806,0.9681000000000001,7946,134.79,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-03-31,71,0,1329607.2,0.2414240109486731,1.0044,8244,161.28,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-04-07,72,0,1259279.2,-0.05289381706115912,0.9806,8049,156.45,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-04-14,73,0,1097034.1,-0.1288396568449633,0.9519,7813,140.41,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-04-21,74,0,993909.7,-0.09400291203345469,0.9342,7668,129.62,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-04-28,75,0,1019715.1,0.02596352566032913,0.9298000000000001,7632,133.61,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-05-05,76,0,824185.9,-0.1917488522039145,0.8073,6626,124.39,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-05-12,77,0,966936.5,0.1732019438818354,0.8833,7250,133.37,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-05-19,78,0,904240.5,-0.06483983177799163,0.9112,7479,120.9,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-05-26,79,0,877626.0,-0.02943298823708958,0.9186,7540,116.4,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-06-02,80,0,775475.9,-0.1163936574349438,0.8314,6824,113.64,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-06-09,81,0,863816.9,0.1139184338288269,0.8661,7109,121.51,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-06-16,82,0,838261.9,-0.02958381573687665,0.8701000000000001,7142,117.37,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-06-23,83,0,1038278.3,0.2386084826233902,0.9368000000000001,7689,135.03,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-06-30,84,0,949676.8,-0.08533502048535542,0.9519,7813,121.55,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-07-07,85,0,844142.9,-0.1111261220659492,0.9423,7734,109.15,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-07-14,86,0,891322.9,0.05589101087031591,0.9264,7604,117.22,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-07-21,87,0,933989.9,0.04786929630103748,0.9012,7397,126.27,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-07-28,88,0,974362.0,0.043225413893662,0.9582999999999999,7866,123.87,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-08-04,89,0,935332.9,-0.04005605719434869,0.9781,8028,116.51,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-08-11,90,0,906568.7,-0.03075290091902046,0.9654,7924,114.41,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-08-18,91,0,851216.2,-0.06105714878530442,0.9678,7944,107.15,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-08-25,92,0,820966.4,-0.03553715260588312,0.943,7740,106.07,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-09-01,93,0,922389.8,0.1235414750226075,0.9881,8110,113.73,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-09-08,94,0,717555.6,-0.2220690211448566,0.8656,7105,100.99,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-09-15,95,0,800315.0,0.1153351740269326,0.8987999999999999,7377,108.49,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-09-22,96,0,644758.4,-0.1943692171207587,0.7208,5916,108.99,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-09-29,97,0,674654.6,0.04636806592981178,0.7752,6363,106.03,323.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-10-06,98,0,812853.9,0.2048445234050136,0.8922,7323,111.0,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-10-13,99,0,983562.5,0.2100114177959901,0.9670000000000001,7937,123.92,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-10-20,100,0,1020342.8,0.03739497998347847,0.9504,7801,130.8,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-10-27,101,0,879217.5,-0.1383116536912889,0.927,7609,115.55,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-11-03,102,0,858774.7,-0.02325112955554234,0.8917,7319,117.33,378.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-11-10,103,0,1054275.5,0.2276508611630036,0.9544,7834,134.58,378.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-11-17,104,0,875176.5,-0.1698787461152232,0.872,7157,122.28,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-11-24,105,0,948295.1,0.08354726160951531,0.8896999999999999,7303,129.85,378.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-12-01,106,0,1368204.0,0.4428040385318874,0.9862000000000001,8095,169.02,378.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-12-08,107,0,1073850.1,-0.2151388974158824,0.9190999999999999,7544,142.34,378.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-12-15,108,0,1202915.1,0.1201890282451899,0.9717,7976,150.82,378.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-12-22,109,0,1187865.9,-0.01251060860404877,0.9702,7963,149.17,378.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2024-12-29,110,0,1715481.4,0.4441709287218364,1.0036,9267,185.12,378.0,9.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-01-05,111,0,1276641.8,-0.2558113425187821,1.0038,7209,177.09,378.0,7.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-01-12,112,0,922611.6,-0.2773136521144773,0.912,7486,123.24,378.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-01-19,113,0,1044756.0,0.1323898377171933,0.9338,7665,136.3,378.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-01-26,114,0,959823.6,-0.08129400549027718,0.9576,7860,122.11,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-02-02,115,0,1000327.7,0.04219952499605133,0.9838,8075,123.88,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-02-09,116,0,935554.2,-0.06475228067762194,0.9795,8040,116.36,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-02-16,117,0,1080013.4,0.1544102949887884,0.9505,7802,138.43,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-02-23,118,0,1076537.0,-0.003218848951318481,0.9956999999999999,8173,131.72,328.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-03-02,119,0,912076.2,-0.1527683674597343,0.9447,7754,117.63,328.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-03-09,120,0,991355.6,0.08692190411283622,0.9611,7889,125.66,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-03-16,121,0,1135470.1,0.1453711463373991,1.0026,8229,137.98,378.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-03-23,122,0,1037775.6,-0.08603881335140406,0.9990000000000001,8200,126.56,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-03-30,123,0,1007428.0,-0.02924293074533645,0.9917,8140,123.76,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-04-06,124,0,936749.2,-0.07015766883588707,0.9632,7906,118.49,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-04-13,125,0,906526.7,-0.03226317140169429,0.9442,7750,116.97,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-04-20,126,0,1117426.4,0.2326458779427015,0.9859,8092,138.09,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-04-27,127,0,1034492.6,-0.07421857940710899,0.9861,8094,127.81,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-05-04,128,0,781751.3,-0.2443142657569517,0.9133,7496,104.29,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-05-11,129,0,808101.2,0.03370624391670331,0.9217,7565,106.82,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-05-18,130,0,808987.4,0.001096644826167898,0.9357,7680,105.34,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-05-25,131,0,897429.6,0.109324570444484,0.9843000000000001,8079,111.08,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-06-01,132,0,813461.1,-0.0935655565628769,0.9614,7891,103.09,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-06-08,133,0,822330.8,0.01090365599535131,0.9167000000000001,7524,109.29,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-06-15,134,0,861541.5,0.04768239253594776,0.932,7650,112.62,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-06-22,135,0,1014299.0,0.1773071871755452,0.9769,8018,126.5,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-06-29,136,0,939443.1,-0.0738006248650546,0.975,8003,117.39,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-07-06,137,0,840136.5,-0.1057079454838723,0.9932,8152,103.06,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-07-13,138,0,930167.7,0.107162586079762,0.995,8167,113.89,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-07-20,139,0,1035426.9,0.1131615299047689,1.0039,8240,125.66,348.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-07-27,140,0,1070248.9,0.03363057305155959,1.0026,8229,130.06,348.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-08-03,141,0,958509.8,-0.104404779112597,0.9758,8009,119.68,348.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-08-10,142,0,814681.9,-0.1500536562067493,0.9468000000000001,7771,104.84,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-08-17,143,0,761589.2,-0.06516985341149725,0.9318000000000001,7648,99.58,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-08-24,144,0,771196.0,0.01261414946535488,0.9364,7686,100.34,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-08-31,145,0,840502.5,0.08986885305421709,0.9547,7836,107.26,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-09-07,146,0,582566.5,-0.3068830848212825,0.8521,6994,83.3,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-09-14,147,0,736572.7,0.2643581462373822,0.9001,7388,99.7,348.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-09-21,148,0,786155.2,0.06731514757470648,0.9358,7681,102.35,348.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-09-28,149,0,680122.5,-0.1348750221330342,0.9259000000000001,7600,89.49,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-10-05,150,0,666308.8,-0.02031060580998269,0.8941,7339,90.79,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-10-12,151,0,941134.7,0.4124602586668522,0.9609000000000001,7887,119.33,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-10-19,152,0,794542.4,-0.1557612316281611,0.9094,7464,106.45,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-10-26,153,0,695470.08,-0.1246910422905059,0.8365,6866,101.29,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-11-02,154,0,603712.3,-0.131936344407512,0.8175,6710,89.97,324.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-11-09,155,0,833369.1,0.3804076875690621,0.9306,7638,109.11,348.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-11-16,156,0,713973.1,-0.1432690508923357,0.8632,7085,100.77,348.0,8.0,Stephen Sondheim
& Juliet,2022-11-17,,0,2025-11-23,157,0,700534.5,,80.57,6613,105.93,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2025-11-30,158,0,999606.2,,95.61,7848,127.37,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2025-12-07,159,0,849126.4,,87.24,7161,118.58,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2025-12-14,160,0,877834.2,,91.7,7527,116.62,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2025-12-21,161,0,926153.1,,94.13,7726,119.87,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2025-12-28,162,0,1148262.3,,97.12,7972,144.04,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-01-04,163,0,1205245.3,,100.32,8234,146.37,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-01-11,164,0,681766.4,,88.12,7233,94.26,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-01-18,165,0,767235.9,,86.54,7103,108.02,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-01-25,166,0,560038.2,,81.94,5885,95.16,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-02-01,167,0,658058.1,,86.57,7106,92.61,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-02-08,168,0,675287.1,,92.18,7566,89.25,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-02-15,169,0,858098.8,,96.19,7895,108.69,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-02-22,170,0,662807.3,,94.86,6813,97.29,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-03-01,171,0,609643.1,,84.64,6947,87.76,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-03-08,172,0,652162.0,,86.57,7106,91.78,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-03-15,173,0,759111.0,,93.38,7665,99.04,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-03-22,174,0,841624.6,,97.1,7970,105.6,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-03-29,175,0,763216.0,,90.64,7440,102.58,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-04-05,176,0,896114.8,,95.08,7804,114.83,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-04-12,177,0,841845.25,,93.92,7709,109.2,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-04-19,178,0,694952.4,,87.95,7219,96.27,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-04-26,179,0,687973.5,,85.47,7015,98.07,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-05-03,180,0,642551.2,,87.85,7211,89.11,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-05-10,181,0,652439.0,,83.97,6892,94.67,,,STEPHEN SONDHEIM
& Juliet,2022-11-17,,0,2026-05-17,182,0,625136.4,,81.15,6661,93.85,,,STEPHEN SONDHEIM
1776,2016-03-30,,0,2022-09-18,337,0,182231.3,,0.9143000000000001,1994,91.39,248.0,3.0,American Airlines
1776,2016-03-30,,0,2022-09-25,338,0,342776.9,0.8809990380357273,0.8443,4273,80.22,248.0,7.0,American Airlines
1776,2016-03-30,,0,2022-10-02,339,0,349150.8,0.0185948936465671,0.8468000000000001,4898,71.28,248.0,8.0,American Airlines
1776,2016-03-30,,0,2022-10-09,340,0,344466.0,-0.01341769802618235,0.889,5142,66.99,248.0,8.0,American Airlines
1776,2016-03-30,,0,2022-10-16,341,0,339883.3,-0.01330378034406882,0.7670999999999999,4437,76.6,248.0,8.0,American Airlines
1776,2016-03-30,,0,2022-10-23,342,0,355582.5,0.04618997167557221,0.7746999999999999,4481,79.35,248.0,8.0,American Airlines
1776,2016-03-30,,0,2022-10-30,343,0,270867.4,-0.2382431643851989,0.7225,4179,64.82,248.0,8.0,American Airlines
1776,2016-03-30,,0,2022-11-06,344,0,265728.7,-0.01897127524390167,0.7073,4091,64.95,248.0,8.0,American Airlines
1776,2016-03-30,,0,2022-11-13,345,0,293652.5,0.105083869375043,0.7299,4222,69.55,248.0,8.0,American Airlines
