GEOID,progressive_vote_share,progressive_support_z,cultural_index,arts_emp_z,education_z,transit_z,theatre_proximity_z,venue_density_z,venue_density,median_income,pct_bachelors_plus,pct_renters,pct_age_18_44,pct_transit_commute,arts_employment_share,dist_to_theatre_district_km,total_population,median_income_z,pct_bachelors_plus_z,pct_renters_z,pct_age_18_44_z,dist_theatre_z
36061001500,0.05454749016213018,-0.7339144339256154,0.1562033489139485,0.378747427980722,0.5618776987555555,0.7857381348784902,-0.7720506206206172,-0.173295896424408,0.0,61625.75955020901,46.659164857988486,74.62149593176143,58.437854871974565,70.29565806631547,3.5205429099228693,27.705995296324623,4310,-0.4018771614053693,0.5618776987555555,0.7670395168121261,1.6390642497678884,0.7720506206206172
36061001600,0.055021352956030146,-0.7310768069809813,1.1505883658161404,2.9268704566636434,2.330233727929873,1.4513622519317506,-0.782228711020156,-0.173295896424408,0.0,94166.61106581002,66.62381447540508,81.13443169566732,59.41626192621013,82.07972451036858,7.943643909777214,27.791469201177645,2311,1.5576486033893933,2.330233727929873,1.1682214400933324,1.757235959914,0.782228711020156
36061001700,0.09127267288786131,-0.5139934580847786,0.612160673478106,0.9232692544794424,2.1781321977766854,0.9427162229714787,-0.8100184114126682,-0.173295896424408,0.0,111341.78808637714,64.90659593700974,77.9436705923691,58.36170273141292,73.07476443123731,4.465738651305067,28.02484246806779,1943,2.5918932626164866,2.1781321977766854,0.9716778654973556,1.6298666171031404,0.8100184114126682
36061001800,0.15742692948967135,-0.11784270843304782,0.8205866401657722,2.6034375920951622,1.6547133036469766,0.873063825648224,-0.8549856241370937,-0.173295896424408,0.0,65215.50089702096,58.99722324732882,84.71809226392004,61.962561909337666,71.84165334494062,7.382220379376469,28.40246961727127,2308,-0.18571223853435367,1.6547133036469766,1.3889667216799026,2.0647773070951994,0.8549856241370937
36061001900,0.12958350559263473,-0.2845771532938518,0.6831455414861847,1.1725587086317812,2.3440811647137103,0.9888412215193809,-0.9164574910095414,-0.173295896424408,0.0,85285.47303554988,66.78015133230925,86.34887123476882,51.83634703395752,73.89135150146939,4.898462040836335,28.91870009803329,5566,1.0228494822708214,2.3440811647137103,1.4894189705102066,0.8417361158544054,0.9164574910095414
36061002000,0.08736874205941257,-0.5373713207306746,-0.03601156524293499,0.454865112879757,0.48279831731776557,0.04914423880756586,-0.9935695987953554,-0.173295896424408,0.0,51026.843324615875,45.76636266413124,56.90384289762551,50.4766904640268,57.25515789331891,3.652670049936804,29.56627471224573,4577,-1.0401164346768088,0.48279831731776557,-0.32432732264845426,0.6775172037108871,0.9935695987953554
36061002100,0.18355586841671384,0.03862490643043718,-0.2576613696454114,0.36670431027051054,-1.0463080646029528,0.6499133103735585,-1.0853205078437653,-0.173295896424408,0.0,72908.17382479283,28.502829394161314,67.36935951795826,44.74862396499027,67.89104453788183,3.499638139868288,30.336783536822235,3768,0.277520593430146,-1.0463080646029528,0.3203245268515299,-0.014316947618547788,1.0853205078437653
36061002200,0.04184815819561255,-0.8099616928177137,-0.1283592672585227,-0.4712710696442566,-0.22180372949110044,0.09409750536223391,-1.1906265594292367,1.1478075169097461,0.434593654932638,64543.35101451039,37.81144139704804,64.83373888457331,48.97691706321809,58.05100087193961,2.0450577687352163,31.221126186605723,2301,-0.22618736291614155,-0.22180372949110044,0.16413610441224105,0.49637502281800083,1.1906265594292367
36061002300,0.08764339456056544,-0.5357266224177553,-0.29404864171443085,-0.758788805834198,0.8232508568614781,-0.05303794057061304,-1.3083714226044132,-0.173295896424408,0.0,75047.90710397897,49.61005451758881,60.51380364605372,38.43358571696607,55.44614653038738,1.5459766913686668,32.20992790057195,3175,0.4063697874453625,0.8232508568614781,-0.10196201021129345,-0.777045370493808,1.3083714226044132
36061002400,0.1099085529881075,-0.40239643846185225,-0.18114051990442254,0.4097479806486607,-0.07995450838105035,0.37524680857548653,-1.4374469839408015,-0.173295896424408,0.0,53532.53248670424,39.41291188785634,55.48110441374412,46.08356005031587,63.02840776703729,3.5743545092680042,33.2938829270489,2622,-0.8892303255863576,-0.07995450838105035,-0.4119647540588665,0.1469162318191585,1.4374469839408015
36061002500,0.13682099526511077,-0.241236979786867,-0.5508552021326137,-0.4241644869628197,-1.0465176251264179,0.4664862682048995,-1.576784270354323,-0.173295896424408,0.0,53197.361903860234,28.500463466511224,55.27367605269233,40.32996786741764,64.64369156918124,2.126826651403994,34.464014208445974,1454,-0.9094134296569203,-1.0465176251264179,-0.4247418659246097,-0.5480009039404553,1.576784270354323
36061002600,0.23555278841790406,0.34999744534411587,-0.31177530446262336,-0.2756175548205214,0.49930073138009834,0.11611089475655058,-1.7253746972048365,-0.173295896424408,0.0,67198.83134538202,45.952674079457395,58.087630030980485,50.41822754128541,58.44072119101375,2.384678441403124,35.71185181924832,2386,-0.06628121775107171,0.49930073138009834,-0.2514087470428378,0.6704560694615148,1.7253746972048365
36061002700,0.05990213464750792,-0.7018492799058382,-0.5565475625123145,-0.15561421471731218,-1.1565304726159182,0.5849856858128959,-1.8822829146168305,-0.173295896424408,0.0,55531.1276203689,27.258424014440198,65.41971851070957,36.364994107081834,66.74157981406059,2.5929834908931086,37.02954084727442,2136,-0.7688801050049524,-1.1565304726159182,0.2002311070253124,-1.026889243834344,1.8822829146168305
36061002800,0.15427033152408348,-0.13674532656605165,-0.20140474469768144,-0.5908420658181351,-0.00491388796687145,0.7171697854282022,-2.046652952812002,0.9182153976803994,0.3590664272890485,71645.98583365716,40.260116675198944,68.98613594115531,42.93298746104109,69.08173873079267,1.8375031935530173,38.409893001153726,2785,0.20151490293802363,-0.00491388796687145,0.41991425082339917,-0.23360897923928903,2.046652952812002
36061002900,0.17772437065861274,0.0037042176171805125,-0.5784854062131346,0.07431861215983328,-0.7758221946037229,0.2000818495372205,-2.217709401734596,-0.173295896424408,0.0,50935.49405183854,31.556601107495627,61.9015586140051,36.02851626968501,59.927324944024726,2.9921071222922233,39.8463965166234,1481,-1.0456172511971333,-0.7758221946037229,-0.01647948324224217,-1.0675289359740483,2.217709401734596
36061003000,0.013935123815999317,-0.9771129853051538,-0.5077671160201401,0.22998316676112457,-0.30643729766135286,0.10566961477162923,-2.3947551675476935,-0.173295896424408,0.0,68699.97652714973,36.85593271750924,56.88767464088467,42.030803222684376,58.255871012135046,3.2623138742223827,41.33319731595849,2639,0.02411385562188844,-0.30643729766135286,-0.3253232502255911,-0.3425745205770672,2.3947551675476935
36061003100,0.1822634555704315,0.030885565922146006,-1.105991669597539,-1.1261980867472883,-0.9200708908210045,-1.2704169798596634,-2.0399764941353307,-0.173295896424408,0.0,68044.82015811239,29.928040664782138,46.38204635348399,41.99123818453469,33.893929417088536,0.9082177058449441,38.353825215224965,3322,-0.015337963408802047,-0.9200708908210045,-0.9724458865295089,-0.34735317400143145,2.0399764941353307
36061003200,0.051157237106187456,-0.7542162460630378,-0.7108410456678931,-0.9108924863759229,0.07378339850571028,-1.2750896962803342,-1.8639443355228593,0.42193789133394094,0.19580967299784607,64437.89670428233,41.148605036335226,49.24197571528235,41.85020338187784,33.81120464891281,1.281951001120354,36.87553652002962,5107,-0.23253754824554115,0.07378339850571028,-0.7962807893435085,-0.36438731510653666,1.8639443355228593
36061003300,0.019515477895583853,-0.9436962172012398,-0.7504144939893209,-0.7631451409810884,0.18984341488154016,-1.310988082118446,-1.694486765304202,-0.173295896424408,0.0,71257.02842135074,42.45891671752817,44.644497728191226,42.09841721792175,33.175667334214346,1.5384148467767786,35.45246012112574,1709,0.1780928953591215,0.18984341488154016,-1.0794749014865863,-0.334408122540154,1.694486765304202
36061003400,0.28466566117599995,0.6440994783815095,-0.8482780420303728,-0.7824665641852447,0.24372847034600253,-1.9969290269767495,-1.5324271929114641,-0.173295896424408,0.0,84417.30400539964,43.067276252720504,42.93329838234327,40.39762817185387,21.0319161331742,1.5048761968250588,34.09151087352955,4359,0.9705705927045583,0.24372847034600253,-1.184880861190559,-0.5398289126924138,1.5324271929114641
36061003500,0.2896896099223678,0.6741843310322616,-0.7245019536165132,-1.3320358332425903,0.28249658971115416,-1.0209880320174602,-1.3786865961092614,-0.173295896424408,0.0,76167.25517547065,43.50496634831332,33.61150690254667,38.519178458289446,38.30976595176084,0.5509189678786983,32.80042299483339,1628,0.4737740280753197,0.28249658971115416,-1.7590818620689088,-0.766707504904542,1.3786865961092614
36061003600,0.24251920443493832,0.39171435169747726,-0.8594419753876199,-0.7175288606861009,-1.0153822245078767,-1.1567177166509848,-1.234285178668729,-0.173295896424408,0.0,76930.71014374845,28.851980555712608,32.305640424945686,36.32643989595769,35.90683675918195,1.6175968221803305,31.587763986075434,3419,0.5197473081501724,-1.0153822245078767,-1.839520245621802,-1.0315458098741646,1.234285178668729
36061003700,0.0913841307520112,-0.5133260162797362,-0.9218280712141548,-1.1626098065666746,-0.7912865373197493,-1.3816096890207443,-1.1003384267391976,-0.173295896424408,0.0,80336.48195605211,31.382009464865114,46.57830948301355,30.55511452073239,31.92539756964106,0.8450132559315546,30.46290151380707,1130,0.724834062318889,-0.7912865373197493,-0.9603565273483221,-1.7286047552768804,1.1003384267391976
36061003800,0.029301634201915158,-0.8850938935397857,-0.9000063610452658,-0.895173214860506,-0.7544847939618038,-1.6990328120896594,-0.9780450878899523,-0.173295896424408,0.0,75888.66327634419,31.797499275361325,44.49533543057523,30.980345111984136,26.305806756612206,1.3092369385630058,29.43590246009141,1920,0.4569979457426345,-0.7544847939618038,-1.0886629573200652,-1.6772455321834596,0.9780450878899523
36061003900,0.20526990795364705,0.16865483167470413,-0.8045607278833206,-0.9621860313420626,-0.4350977993956984,-1.5835594886244118,-0.8686644236300218,-0.173295896424408,0.0,77135.67300719576,35.40336219757464,38.53634113309729,43.149980667936745,28.35012168055784,1.1929142758633815,28.517341892960143,1545,0.5320896407273809,-0.4350977993956984,-1.455723355233501,-0.2074006048843193,0.8686644236300218
36061004000,0.13204574812188039,-0.2698325355792851,-0.48113325115394157,-0.49901381142799367,0.19295385725323583,-1.1528299629750764,-0.7734804421954654,-0.173295896424408,0.0,55638.08232551161,42.49403345368399,40.57874268054424,44.086015477693444,35.97566471547331,1.9969011658000062,27.718002699329308,5124,-0.7624395697813214,0.19295385725323583,-1.329916098626092,-0.09434660169986628,0.7734804421954654
36061004100,0.036611470453433645,-0.841320487872172,-0.6181612633215636,-0.5109827235599333,-0.6445534752052244,-1.0682222056651411,-0.6937520157531105,-0.173295896424408,0.0,78015.64866793381,33.03861827218484,39.59751240607818,39.41258194827555,37.47354228372677,1.9761252037989427,27.04845667759975,5361,0.5850794949966158,-0.6445534752052244,-1.3903576357396044,-0.6588024997176686,0.6937520157531105
36061004200,0.14855307303338106,-0.17098191773020238,-0.9147245628402845,-0.9575473931063239,-0.7606929706303336,-2.051436516599508,-0.6306500374408486,-0.173295896424408,0.0,57750.98005334291,31.72740927656844,40.45038383269046,40.98407710776968,20.066927240859584,1.200966149806479,26.518536792967545,1375,-0.6352063431376741,-0.7606929706303336,-1.3378227096105761,-0.46899778635238104,0.6306500374408486
36061004300,0.010316556334565519,-0.9987820100069771,-0.8266015273284808,-0.5078381817940397,-0.8316628977796577,-2.035024690018408,-0.5851859706258894,-0.173295896424408,0.0,63617.16974962245,30.9261624091198,34.6721550209982,30.63139784454543,20.357478694668277,1.9815835846040473,26.136737146017136,3632,-0.2819595989483796,-0.8316628977796577,-1.6937483676955833,-1.71939127833843,0.5851859706258894
36061004400,0.2727961206236346,0.5730212495663362,0.5102551384432673,0.8248577285939416,1.0126980964842631,1.4451554054018472,-0.5581396418393073,-0.173295896424408,0.0,66568.0559207469,51.74890421621068,72.48875114593713,64.1283139511885,81.96983983215075,4.2949132580090685,25.90960658983416,5805,-0.10426487948098288,1.0126980964842631,0.6356673236781604,2.3263561882265353,0.5581396418393073
36061004500,0.07763399448000508,-0.5956657941228393,1.085099502909292,2.220072067941379,2.321567158194951,1.6071509204876404,-0.5499967356531018,-0.173295896424408,0.0,118939.8309048049,66.52596934394509,82.01596892884396,63.07447934350541,84.83777364720038,6.716764114468121,25.841223822412644,5867,3.0494277145832704,2.321567158194951,1.22252211423935,2.1990743608296897,0.5499967356531018
36061004600,0.19875668530619459,0.12965177779764903,0.7379259543555833,0.7433034080862831,2.4771023036158946,1.2034267524756652,-0.5609067959755186,-0.173295896424408,0.0,73900.30208300661,68.28195322405377,82.99293297984737,57.15473589757718,77.69032766524762,4.153349058588793,25.932844688541053,5321,0.3372639865315464,2.4771023036158946,1.28270086176059,1.4840895254248274,0.5609067959755186
36061004700,0.09351332282682329,-0.500575800648619,0.529223989530643,1.8929228372109095,0.06965167807104532,1.447511143123633,-0.5906698143279643,-0.173295896424408,0.0,83045.43668947497,41.10195812279841,89.14540525966652,61.52411391587932,82.01154530694812,6.1488896149807655,26.182789550389693,1726,0.8879602974532057,0.06965167807104532,1.6616790601686007,2.011821690133111,0.5906698143279643
36061004800,0.15602040635334324,-0.1262653742368933,0.9985924947531319,2.2629497624871044,2.4372983396718726,1.1047643842704016,-0.63875411623931,-0.173295896424408,0.0,113027.15309780554,67.83256849585639,89.8981564529287,48.477904984389745,75.94363028353987,6.791192378520456,26.586593494465546,3109,2.6933815768173073,2.4372983396718726,1.708046809277804,0.4361044938153412,0.63875411623931
36061004900,0.16401308380298388,-0.07840291872691801,0.612217824247124,0.17929374429398537,2.3567413731345095,1.4026918441368488,-0.7043419439053157,-0.173295896424408,0.0,119780.14654840346,66.92308444138612,79.2676149643124,57.45874765870237,81.21807406138343,3.1743258011691244,27.137389127180167,5675,3.100029345379626,2.3567413731345095,1.0532298059290557,1.5208079746236258,0.7043419439053157
36061005000,0.05545633665765811,-0.7284719992431601,-0.36665881386162635,0.4947309208582532,-1.153984232578301,-0.21435079315634367,-0.7863940680073324,-0.173295896424408,0.0,67402.58623513434,27.287170934943873,67.5492172526076,40.31200085177412,52.59029842565609,3.721870199672443,27.826449174121972,2355,-0.054011626219910486,-1.153984232578301,0.3314033512894287,-0.5501709546934884,0.7863940680073324
36061005100,0.29087538832936755,0.6812851137933958,-0.42982542254536593,-0.4214014908635446,-0.6279310918923757,-0.04277614184722325,-0.8837224916992781,-0.173295896424408,0.0,51062.671052556354,33.226284134246775,68.6317897663798,49.70425309046905,55.62781921155054,2.131622734902213,28.643797036007435,5133,-1.0379589817300177,-0.6279310918923757,0.3980873381902972,0.5842224497340696,0.8837224916992781
36061005200,0.23253984700833435,0.3319550840605167,-0.1672317697232683,0.19877788994245804,0.2453428788150144,-0.11192266352852726,-0.9950610574208787,-0.173295896424408,0.0,57792.61351280979,43.08550284221462,59.91751470157541,36.62092431815296,54.403664038996226,3.20814690914899,29.578799732917187,5036,-0.6326992840810364,0.2453428788150144,-0.13869204321773948,-0.9959780698097868,0.9950610574208787
36061005300,0.28184968246925673,0.6272365865135793,-0.3623572473522308,0.037558172366596705,-1.2203481523952946,0.6634262313255206,-1.1191265916335686,-0.173295896424408,0.0,79744.26005435144,26.537925655980878,67.65812538274923,45.321580408872336,68.13027438889159,2.9282973547989353,30.620681387585467,4111,0.6891719938477597,-1.2203481523952946,0.33811184262037586,0.05488455958611748,1.1191265916335686
36061005400,0.26844820512829465,0.5469846788091617,-0.16571164140057035,0.16305006739168051,-0.10383528807269117,0.5401896509832513,-1.2546667408806844,-0.173295896424408,0.0,70340.48457677191,39.143299099894776,55.340565403388425,52.57259972710316,65.94852043213857,3.1461295866460635,31.758924944651667,2704,0.1229009998073036,-0.10383528807269117,-0.4206216351512608,0.9306604949991132,1.2546667408806844
36061005500,0.17936999364332554,0.01355868220533305,-0.4971156290585861,-0.5127521131158479,-0.8280235214703714,0.4289871233626373,-1.4004937376449402,-0.173295896424408,0.0,60020.266362357135,30.96725078252544,68.60180701019478,37.11668187657168,63.979814760791754,1.9730538494625147,32.983555730697226,1556,-0.49855580133862193,-0.8280235214703714,0.39624046909353144,-0.9361006208047061,1.4004937376449402
36061005600,0.27656227050693505,0.5955740402136643,-0.42178389576317,0.2855513547848541,-1.291804947342142,0.017920362135922983,-1.5555054288171934,0.43491918042270866,0.20008003201280514,76155.30583235696,25.731182075863977,66.51633501129525,37.5773973494689,56.70237708518284,3.3587706407290194,34.2853180478175,4998,0.4730544695938082,-1.291804947342142,0.2677801713420517,-0.8804555443640258,1.5555054288171934
36061005700,0.02654775061557585,-0.901584941935182,-0.5647221426140157,-0.6641544553976649,-0.12498292311516293,-0.14248148124803442,-1.7186959568848081,-0.173295896424408,0.0,50033.60334440329,38.904543375993924,65.1327160756987,40.17376661395816,53.86265729174586,1.7102455611699616,35.65576487245936,2690,-1.0999267727965012,-0.12498292311516293,0.18255241449127121,-0.5668668444182612,1.7186959568848081
36061005800,0.058794858725743554,-0.7084799671663503,-0.28654355277979204,0.33788539617769237,0.042493012980097465,0.24935846674659612,-1.889158743378938,-0.173295896424408,0.0,79435.5853408227,40.79533817541671,55.196071621283195,47.68011406199223,60.79970759431711,3.4496134878778593,37.08728290991366,3514,0.67058440237646,0.042493012980097465,-0.42952212112387034,0.33974754582459243,1.889158743378938
36061005900,0.01356818667316142,-0.9793103106425882,-0.29726321214820894,0.5570643550380028,-0.15801043322323347,0.3540101126679037,-2.0660841987993095,-0.173295896424408,0.0,72830.83707506084,38.531664466902754,69.25984007717989,41.83744332077372,62.652437862678966,3.8300702637750437,38.57307336264571,1277,0.27286357474110967,-0.15801043322323347,0.4367737986035095,-0.3659284714542089,2.0660841987993095
36061006000,0.0975990992289793,-0.4761089943119399,-0.5008617437461724,-0.6882749784432609,0.16665698091827888,0.43935931265618183,-2.248754137437654,-0.173295896424408,0.0,78116.85461709353,42.197143057520336,51.35674118210344,41.01927133893633,64.16344177290563,1.6683765036719294,40.107105026914354,1885,0.5911738550300003,0.16665698091827888,-0.6660160810732763,-0.46474703768265696,2.248754137437654
36061006100,0.1166031869068446,-0.36230704162205707,-0.7605841152258623,-0.5241225235486033,-0.2566250592497083,-0.9554645626812133,-1.8934125342253787,-0.173295896424408,0.0,65376.4917085887,37.41831035534954,30.914840676250257,43.07305209228564,39.46977938354794,1.9533167829285372,37.12300553565196,4747,-0.17601778898957268,-0.2566250592497083,-1.9251903241097301,-0.2166920151459695,1.8934125342253787
36061006200,0.08140470953216877,-0.5730856659289894,-0.8710806334524556,-1.0400532234336555,-0.3036042940147931,-1.1271521643833309,-1.7112975890060904,-0.173295896424408,0.0,74427.20930205722,36.88791718457091,37.672245208112436,30.984392168610196,36.43025894814882,1.057750293858087,35.59363461351001,4999,0.3689929740440897,-0.3036042940147931,-1.5089496847492982,-1.6767567298996973,1.7112975890060904
36061006300,0.24862125274557878,0.42825517517345524,-0.7553492471970252,-0.9930890645992267,-0.14611993986027771,-0.9287634582457475,-1.5354778768554662,-0.173295896424408,0.0,78112.22253423379,38.665907532130106,38.918054127534965,34.10439999422499,39.94249000315422,1.1392719533539595,34.11713000825232,1038,0.5908949230019318,-0.14611993986027771,-1.4322107092008771,-1.299923121815979,1.5354778768554662
36061006400,0.10702599800807679,-0.4196580082369445,-0.7556583207056946,-1.162571053504397,0.10653910673119725,-1.1821575393656203,-1.3668062209652445,-0.173295896424408,0.0,70810.72288635586,41.51841531599793,35.96748861979985,42.59920747008708,35.45645560033609,0.8450805245471509,32.7006535867405,4530,0.1512175324211325,0.10653910673119725,-1.6139587853481037,-0.27392282629592724,1.3668062209652445
36061006500,0.08428035290621423,-0.5558654848419877,-0.6079104463859025,-0.9986662202854817,0.3278736672059484,-0.9892122031332413,-1.20625157929233,-0.173295896424408,0.0,63197.785809946276,44.0172712450082,33.021157835618006,36.48502201563903,38.872318403351976,1.1295909753891835,31.35234249621574,5026,-0.3072138131702357,0.3278736672059484,-1.795446012225316,-1.012392309089176,1.20625157929233
36061006600,0.16280882494747453,-0.08561436773852567,-0.7333026174473286,-0.7353663591970009,-0.010072025151890346,-1.692873222462975,-1.054905584000369,-0.173295896424408,0.0,83935.61416810626,40.20188156876195,38.845975247618206,34.679279857426955,26.41485480876255,1.5866340089211755,30.081364081437936,4233,0.9415644787630209,-0.010072025151890346,-1.4366506030860917,-1.2304893046035548,1.054905584000369
36061006700,0.04227726749242879,-0.8073920627085056,-0.8839788258709135,-0.9524497020714299,-1.3014153022605728,-1.078749744494223,-0.9139834841039334,-0.173295896424408,0.0,61393.1411207525,25.622681657690226,43.0333365075177,35.52789515585641,37.28716499679274,1.2098148600373357,28.89792380085428,2607,-0.41588484051197133,-1.3014153022605728,-1.1787187418462624,-1.1279938037407646,0.9139834841039334
36061006800,0.2406590942262119,0.38057547581142204,-0.8799147906474118,-0.9030687869447076,-0.995714781616135,-1.542678343705967,-0.784816144545841,-0.173295896424408,0.0,59777.37214837794,29.074024985525483,31.823289808123832,32.30487057241669,29.073872692105653,1.295531590592384,27.81319803618563,5444,-0.513182261564582,-0.995714781616135,-1.8692319386535199,-1.5172697448935049,0.784816144545841
36061006900,0.022365193103931248,-0.9266313014411574,-0.8483416040312003,-0.9452665746432775,-1.2989492209870248,-1.1553672110971516,-0.668829117004139,-0.173295896424408,0.0,58937.34633047163,25.65052358982504,48.41695695631374,39.24975471781107,35.93074581952352,1.222283527268825,26.839158332555808,3253,-0.5637664398086898,-1.2989492209870248,-0.8471000549503301,-0.678468723708026,0.668829117004139
36061007000,0.2960660809801552,0.7123684769879721,-0.8088703588698116,-1.2223940169234975,-0.2807333512272258,-1.8004237790251763,-0.5675047507487507,-0.173295896424408,0.0,72949.81795367281,37.146128965253425,34.9507991120675,38.37619008874797,24.51080284887471,0.7412382036172851,25.988253211787942,1116,0.2800282949711963,-0.2807333512272258,-1.676584530001123,-0.7839775972312193,0.5675047507487507
36061007100,0.23167343078899721,0.3267667340973877,-0.7096832846475024,-0.7733592384955956,-0.5890778747484605,-1.5303589872978365,-0.4823244262712113,-0.173295896424408,0.0,72707.91816656868,33.66493497943311,49.687028148058076,32.243709640013485,29.2919719327162,1.5206849395389879,25.2729230600659,5433,0.2654617165550885,-0.5890778747484605,-0.7688665790066836,-1.5246567439394838,0.4823244262712113
