GEOID,median_income,pct_bachelors_plus,pct_renters,pct_age_18_44,pct_transit_commute,arts_employment_share,dist_to_theatre_district_km,total_population
36061003100,68044.82015811239,29.928040664782138,46.38204635348399,41.99123818453469,33.893929417088536,0.9082177058449441,38.353825215224965,3322
36061003200,64437.89670428233,41.148605036335226,49.24197571528235,41.85020338187784,33.81120464891281,1.281951001120354,36.87553652002962,5107
36061003300,71257.02842135074,42.45891671752817,44.644497728191226,42.09841721792175,33.175667334214346,1.5384148467767786,35.45246012112574,1709
36061003400,84417.30400539964,43.067276252720504,42.93329838234327,40.39762817185387,21.0319161331742,1.5048761968250588,34.09151087352955,4359
36061003500,76167.25517547065,43.50496634831332,33.61150690254667,38.519178458289446,38.30976595176084,0.5509189678786983,32.80042299483339,1628
36061003600,76930.71014374845,28.851980555712608,32.305640424945686,36.32643989595769,35.90683675918195,1.6175968221803305,31.587763986075434,3419
36061003700,80336.48195605211,31.382009464865114,46.57830948301355,30.55511452073239,31.92539756964106,0.8450132559315546,30.46290151380707,1130
36061003800,75888.66327634419,31.797499275361325,44.49533543057523,30.980345111984136,26.305806756612206,1.3092369385630058,29.43590246009141,1920
36061003900,77135.67300719576,35.40336219757464,38.53634113309729,43.149980667936745,28.35012168055784,1.1929142758633815,28.517341892960143,1545
36061004000,55638.08232551161,42.49403345368399,40.57874268054424,44.086015477693444,35.97566471547331,1.9969011658000062,27.718002699329308,5124
36061004100,78015.64866793381,33.03861827218484,39.59751240607818,39.41258194827555,37.47354228372677,1.9761252037989427,27.04845667759975,5361
36061004200,57750.98005334291,31.72740927656844,40.45038383269046,40.98407710776968,20.066927240859584,1.200966149806479,26.518536792967545,1375
36061004300,63617.16974962245,30.9261624091198,34.6721550209982,30.63139784454543,20.357478694668277,1.9815835846040473,26.136737146017136,3632
36061004400,66568.0559207469,51.74890421621068,72.48875114593713,64.1283139511885,81.96983983215075,4.2949132580090685,25.90960658983416,5805
36061004500,118939.8309048049,66.52596934394509,82.01596892884396,63.07447934350541,84.83777364720038,6.716764114468121,25.841223822412644,5867
36061004600,73900.30208300661,68.28195322405377,82.99293297984737,57.15473589757718,77.69032766524762,4.153349058588793,25.932844688541053,5321
36061004700,83045.43668947497,41.10195812279841,89.14540525966652,61.52411391587932,82.01154530694812,6.1488896149807655,26.182789550389693,1726
36061004800,113027.15309780554,67.83256849585639,89.8981564529287,48.477904984389745,75.94363028353987,6.791192378520456,26.586593494465546,3109
36061004900,119780.14654840346,66.92308444138612,79.2676149643124,57.45874765870237,81.21807406138343,3.1743258011691244,27.137389127180167,5675
36061005000,67402.58623513434,27.287170934943873,67.5492172526076,40.31200085177412,52.59029842565609,3.721870199672443,27.826449174121972,2355
36061005100,51062.671052556354,33.226284134246775,68.6317897663798,49.70425309046905,55.62781921155054,2.131622734902213,28.643797036007435,5133
36061005200,57792.61351280979,43.08550284221462,59.91751470157541,36.62092431815296,54.403664038996226,3.20814690914899,29.578799732917187,5036
36061005300,79744.26005435144,26.537925655980878,67.65812538274923,45.321580408872336,68.13027438889159,2.9282973547989353,30.620681387585467,4111
36061005400,70340.48457677191,39.143299099894776,55.340565403388425,52.57259972710316,65.94852043213857,3.1461295866460635,31.758924944651667,2704
36061005500,60020.266362357135,30.96725078252544,68.60180701019478,37.11668187657168,63.979814760791754,1.9730538494625147,32.983555730697226,1556
36061005600,76155.30583235696,25.731182075863977,66.51633501129525,37.5773973494689,56.70237708518284,3.3587706407290194,34.2853180478175,4998
36061005700,50033.60334440329,38.904543375993924,65.1327160756987,40.17376661395816,53.86265729174586,1.7102455611699616,35.65576487245936,2690
36061005800,79435.5853408227,40.79533817541671,55.196071621283195,47.68011406199223,60.79970759431711,3.4496134878778593,37.08728290991366,3514
36061005900,72830.83707506084,38.531664466902754,69.25984007717989,41.83744332077372,62.652437862678966,3.8300702637750437,38.57307336264571,1277
36061006000,78116.85461709353,42.197143057520336,51.35674118210344,41.01927133893633,64.16344177290563,1.6683765036719294,40.107105026914354,1885
36061006100,65376.4917085887,37.41831035534954,30.914840676250257,43.07305209228564,39.46977938354794,1.9533167829285372,37.12300553565196,4747
36061006200,74427.20930205722,36.88791718457091,37.672245208112436,30.984392168610196,36.43025894814882,1.057750293858087,35.59363461351001,4999
36061006300,78112.22253423379,38.665907532130106,38.918054127534965,34.10439999422499,39.94249000315422,1.1392719533539595,34.11713000825232,1038
36061006400,70810.72288635586,41.51841531599793,35.96748861979985,42.59920747008708,35.45645560033609,0.8450805245471509,32.7006535867405,4530
36061006500,63197.785809946276,44.0172712450082,33.021157835618006,36.48502201563903,38.872318403351976,1.1295909753891835,31.35234249621574,5026
36061006600,83935.61416810626,40.20188156876195,38.845975247618206,34.679279857426955,26.41485480876255,1.5866340089211755,30.081364081437936,4233
36061006700,61393.1411207525,25.622681657690226,43.0333365075177,35.52789515585641,37.28716499679274,1.2098148600373357,28.89792380085428,2607
36061006800,59777.37214837794,29.074024985525483,31.823289808123832,32.30487057241669,29.073872692105653,1.295531590592384,27.81319803618563,5444
36061006900,58937.34633047163,25.65052358982504,48.41695695631374,39.24975471781107,35.93074581952352,1.222283527268825,26.839158332555808,3253
36061007000,72949.81795367281,37.146128965253425,34.9507991120675,38.37619008874797,24.51080284887471,0.7412382036172851,25.988253211787942,1116
36061007100,72707.91816656868,33.66493497943311,49.687028148058076,32.243709640013485,29.2919719327162,1.5206849395389879,25.2729230600659,5433
36061007200,69398.16504151371,37.00041096238607,35.833251574186065,40.424728291898134,37.202447943784094,1.6697764833400246,24.704947379017277,1778
36061007300,69415.20841773487,27.098603568363497,34.84090031725055,44.799938899007195,22.849910858030263,1.248332230177034,24.294663199970994,3720
36061007400,93578.92100921486,40.29312542257551,76.52922616487984,55.35423286769423,71.3179974871725,4.753134656045904,24.050142307271365,1917
36061007500,79325.68213316012,69.32399158944358,74.01718179724588,58.86387881645362,82.321610920148,3.2059174763963583,23.976456785772285,1427
36061007600,66274.07042006402,59.0929074863091,84.12951452973802,45.63172289651284,84.04318369365535,3.259856418257362,24.075175284927944,2439
36061007700,77930.15318023883,68.0560544589838,88.94700925262077,57.506093204278955,81.75134088912422,6.06128992940579,24.34420054140238,3430
36061007800,64806.89078308051,66.84449968181583,80.95184752307472,61.345955399249874,76.78477426777451,6.217888475982624,24.777985894741676,5904
36061007900,69839.96885936984,53.15821649468615,84.49653119748116,56.86557296620357,79.7544127881018,5.396394642881436,25.368080731501756,2266
36061008000,56576.41962074133,49.39663139547828,56.737915835422136,38.64235831377398,65.79397014284959,3.14676943875219,26.103886779557968,1306
36061008100,54850.17632440408,25.521528482288453,63.0652603847466,41.646292507102174,60.84957271438735,2.733192116959499,26.973482163043183,3971
36061008200,55986.27352787436,42.00570606078229,51.443968179583514,35.61305004411612,55.15365777022427,2.656557391848291,27.964388514680618,1158
36061008300,62477.220984408224,46.15613230047623,62.5752963641189,49.70700597331505,65.3544777613356,2.7621122047325444,29.064200659919127,2712
36061008400,65419.876034261746,39.70145945225198,50.587888915130144,42.910303396980304,62.12377427122343,2.994308913139661,30.26104666068307,3979
36061008500,62651.62780620366,31.920694930876287,61.84700657186724,53.24726691233382,54.21324378011333,3.057416458908707,31.543883400747692,4623
36061008600,75079.94191343628,30.894802348980246,65.5200041407086,43.10620366171487,62.03710767324017,3.0813513330657654,32.902654376204204,1525
36061008700,79141.8528212492,29.524423817737244,67.08770186739159,44.84555712896069,54.94462148806354,3.6768747531812784,34.32834397404,2646
36061008800,67787.55199495345,39.48537248358752,63.2524255801664,36.905230159092525,63.04246491060876,2.280370141741118,35.81296113141271,1027
36061008900,57744.002981033824,41.4184166135323,56.503801284493896,50.46946251373201,52.617473214366996,3.924552612696362,37.34947951444541,4374
36061009000,57040.22114784653,47.092741741518815,58.84048747565715,41.61778725978344,58.97555147662806,3.1734760036484033,38.93175445571338,4432
36061009100,67926.62570985418,29.9742854517526,42.3428997320806,40.601658253281684,23.340838158018997,0.7514288244324765,35.9468236349198,4192
36061009200,73166.14472934649,32.134641060800035,40.67023850599391,41.72685494767544,34.107711882244075,1.1695529697688785,34.365148252845366,2390
36061009300,81048.13841539776,29.116824200735365,32.238392387954555,34.04624417275485,21.141737121786296,1.296754292001548,32.833445591957116,2043
36061009400,56550.905117245806,37.80005933673827,34.4940235394536,32.700156562090854,21.771111684464827,0.6549634356860234,31.359039118569733,2229
36061009500,75646.23597599787,32.94757976928802,39.597941631841465,40.28951603974476,20.34759580370959,0.9846959856054178,29.950391807787724,4868
36061009600,81037.54883560067,34.094797112677185,40.311920571585006,37.3326987038538,33.337285150922085,0.7094768821344694,28.617216049783856,5403
36061009700,76140.4228820994,29.037069042458967,43.468648666498346,44.54868069160906,21.878014315788366,1.5089031773376895,27.370542366564674,5612
36061009800,83900.40498461197,30.10613049456864,43.23264700742293,44.679469311007956,27.485935342795855,0.5262739862930934,26.22271104291122,5049
36061009900,73535.41720603642,42.37809968957436,41.41219493277659,30.455805895452553,38.61897391013956,1.5342901265473416,25.18723901978902,4072
36061010000,61470.25457193152,38.17770940465314,37.87728811308317,39.76849465562238,22.131860606159815,1.486767956904554,24.278506841237657,1703
36061010100,56446.36116581668,44.54348368442635,38.13815921445741,43.061301755058885,35.647709681165466,1.3505243914800018,23.511214971583097,1488
36061010200,58273.28895297249,38.01023295583431,45.30381729111569,43.88512246321068,28.763446928239752,1.8520634743826665,22.899585464369792,2000
36061010300,64515.871502961956,42.378012510811416,37.513445037634526,34.45303911840421,32.98149317588786,0.9925718418276216,22.4563409628549,4147
36061010400,96589.90832992167,56.90316782045376,77.60839408465596,55.969994433029534,78.94728212478132,5.728434442477367,22.191573500767824,4338
36061010500,96206.91560288268,60.04638395665049,82.38980692019229,54.26988087601145,75.69678670268844,7.316668247859126,22.11169530904457,3863
36061010600,110830.04168235445,67.42709547854409,86.27532576639173,47.17836683693463,72.23487783955292,5.6331189863447975,22.218700556963153,4022
36061010700,92016.15280361271,58.23715278380334,85.29766523084257,61.25971477432187,80.77184614339741,7.777618479774674,22.509924243319844,2004
36061010800,109343.60512902349,52.925862746141,87.93428579680244,46.425605401103276,84.31990045049962,6.273465407156741,22.97836318017366,5146
36061010900,63616.04341737365,68.03308080416542,77.03245374479269,47.02841656898433,77.28807638779489,4.28388283860254,23.61347304908787,4635
36061011000,70102.88103832825,48.24014693554973,60.6452042667808,46.61864106525596,51.79252678309884,3.2940894647715737,24.402243635370834,5097
36061011100,58178.72002200601,35.33872753813379,52.437721866738954,38.622986990693605,63.622357079299654,1.9535958692390674,25.330324305859,4654
36061011200,58858.348676609305,44.83518145369593,53.70456893094819,53.355049783427546,58.490548503927236,1.7175974064691466,26.383017538561024,2845
36061011300,66506.79626468784,26.085313321370478,62.66302751188044,54.028066844133136,62.03223640292663,3.5479721485669753,27.546040540157964,2243
36061011400,56842.393158467974,30.301120997705667,62.21961977701984,43.220569396134096,66.7972260573344,3.750057808495028,28.806032952144253,5815
36061011500,66699.11173810152,31.39112494523181,56.0412100366959,49.63916135171269,67.02348521705542,3.178561673826536,30.150840277511556,1145
36061011600,72999.68405601218,28.742599198923944,58.47889625826604,38.05967601657125,54.704711696039695,3.6731490616276314,31.56962550363883,5768
36061011700,56502.19400272327,27.392863888004044,50.47277172092673,47.83943000886532,62.141880721775614,2.866743531785175,33.05286355885226,1649
36061011800,57706.515429371444,40.80038715051046,51.16909228217108,37.83548787054204,55.49080508000251,2.9926172922392293,34.592264661915046,4729
36061011900,62129.563043128765,35.70499037314037,64.35195531316353,48.84872302648739,69.82511987404376,1.820985723635313,36.18066071038574,4602
36061012000,68096.58230640116,33.43067831888551,68.11049584659348,50.45245454898765,55.29790894473467,3.113224593814292,37.81187768995268,1072
36061012100,64701.14686346562,29.533128044539758,37.09992611663875,31.0413576411914,30.38119581816541,0.6014188453883224,34.83081504874737,3564
36061012200,57097.948171283024,37.80336447656332,35.4229487300037,38.89217987480134,33.60263862206903,0.8462437837310182,33.19600822327976,5153
36061012300,64990.05739174594,38.389739103963805,49.88278722442335,39.92758784774068,31.1556683474005,1.595975765358869,31.607699963141744,5211
36061012400,56804.270278023556,36.2459363175582,49.1525056901076,32.629544135364895,33.80009781641331,0.8014005329885847,30.073258585660515,1207
36061012500,67284.33559015612,33.45378226792379,46.436128878021734,30.018550196391143,26.017062167065102,1.9718545615164558,28.60135515950276,3562
36061012600,82815.33458438359,29.69284163710907,37.986318316186164,32.28624019995626,39.84967004316751,1.890501451886443,27.202143333936466,1363
36061012700,62309.701481915996,38.43116887226074,31.858582887587797,33.8557089964812,35.7580397658453,1.7970292880503105,25.887412712744776,2012
36061012800,79782.02890757585,40.64056175340772,44.17489395485953,30.54240570787143,26.06256711890657,0.8946688548662642,24.670673317931147,2601
36061012900,66427.28576532961,31.926435371780073,34.781106643945314,37.64586370127547,36.50572216465794,0.9195553077072188,23.567107522137707,2689
36061013000,73017.83000081852,35.313588553929954,48.38783946428835,37.454452243587454,39.84316029646625,1.7771374366176436,22.593305246466397,5585
36061013100,70034.58997546029,32.94357554858422,40.79465237519886,39.41925079158953,33.48607612818097,1.2987217888391394,21.76668961877323,1133
36061013200,50651.121971020235,36.35947472706715,76.3747000814854,46.450559556928305,60.34340737464181,2.6151645986721244,21.10456258632271,3978
36061013300,58843.98906151142,59.26830602579744,72.81944154690665,56.44961127268722,61.987870091127725,5.44805792909049,20.622773745547047,5259
36061013400,96382.25666600253,44.175940738525895,87.96523254585412,61.58664810282568,74.76297171815105,7.763987638006472,20.3341457150283,2048
36061013500,99978.41315010238,43.65285733375824,79.56468046096144,55.12215109693501,73.4882703754807,3.39982697179651,20.246940928446588,5223
36061013600,85949.87269980792,49.35448399255779,80.12283725680489,53.790233772658205,71.58497026392615,6.204131573451031,20.36374724749856,2884
36061013700,61061.26857679543,58.07659491528595,77.29596438289059,52.729216823182945,78.46661636018324,3.958912277959303,20.681108214020245,5737
36061013800,89076.09522113188,62.62760633031589,82.38995502815175,50.94710096473678,76.45505766263382,3.853323792749992,21.19001467578579,5244
36061013900,67283.09636534573,49.09825442702787,72.02091622021294,58.84322683388264,70.93437697195094,5.547110640748949,21.87710348652194,2638
36061014000,54155.78419386454,36.97936615688043,64.41605259571278,43.47505191324589,69.83585508842485,5.392063540997606,22.7262192623406,2508
36061014100,80464.16860961867,43.493539464639674,63.8924502364153,47.355187017545795,66.2119462879339,5.310151582267498,23.71996789542533,2764
36061014200,60483.15041342523,58.914668264470535,64.97160515429884,42.67607472558977,66.27870932435903,5.161350943440592,24.8409976039611,3708
36061014300,72808.69469366405,28.427742643224978,60.70620262905183,39.30403744034475,50.24241549287787,2.1030036439988535,26.072895829961872,3385
36061014400,51938.50039532258,26.06583023217582,57.42817135300282,40.31702273308627,62.92180246925016,2.7483345874465455,27.40071316517214,5278
36061014500,54477.133338505286,28.17999406718624,67.29320784280836,39.86955936809734,63.03421295821937,3.5267148199656657,28.811190828564612,4804
36061014600,61834.28835710106,36.48616921014967,65.70033087674113,52.84169377880469,69.10669373007856,3.4672584656382375,30.292784651793717,1392
36061014700,78284.93424239785,45.2220865409082,51.52833718876103,40.58735427869433,68.60637769675648,2.1326460820019615,31.835567168813064,3279
36061014800,63844.323938742025,40.93003692020701,63.187078444115656,52.90235481413073,62.733393643344144,3.0348339619001545,33.43106821446299,4926
36061014900,65552.24065835612,28.75422502042604,64.74867537442971,45.24443841625349,63.604555584167066,1.6041822515059607,35.07209370653508,4576
36061015000,72386.21772445516,41.475888355092025,66.04261116255175,37.10735067905612,50.711417340710966,2.771448223618946,36.75254606091881,5327
36061015100,65597.54225506193,30.930711625753105,36.99406459491699,41.61980296771773,33.22741222140829,0.7777933518012019,33.780944074434345,4562
36061015200,67363.92790788315,35.99232087437849,46.610689128096794,31.030692487774015,28.485937717697762,0.623926495188903,32.09270115711783,4291
36061015300,81967.02472018707,40.649698491278755,34.5568483508622,44.63986274398189,33.347007960928565,0.5156415490961046,30.446891508986674,2827
36061015400,73450.389041166,40.49267561275576,42.878085070822614,37.95453199873737,20.839024468632726,1.9527331663915757,28.850777936825523,3196
36061015500,58757.007112984815,34.486722198124276,32.279132694286346,37.2902325446631,38.40594362438816,1.281152212751319,27.313074205589334,4359
36061015600,74694.35821994508,27.561914927324,36.765350119889966,43.92125460489075,24.49231223687704,1.05825053575627,25.84420839491971,5941
36061015700,68182.14969083357,37.25879164989051,48.861516754894154,33.61039067748757,22.43002752601836,0.796205734789906,24.45658689514838,1685
36061015800,55381.44669960681,44.848308009789406,43.42909869789287,34.75383716017417,37.58537319995676,0.8876474304377271,23.164814429648466,3990
36061015900,62567.23060520085,40.10083857492557,39.2107899454828,42.62997829335092,34.569813543232264,1.664671169749587,21.985792288658008,2759
36061016000,60322.86308409121,35.900538377938766,49.69339479049016,44.06082099745679,20.863474715940235,0.7472222235941557,20.938575585746523,5308
36061016100,76779.39729955887,41.355706597138905,34.27022732621344,37.587790394277434,36.814060560224,1.5992023171493759,20.043834028449364,4754
36061016200,75327.40044306149,52.30271358229828,72.23881010674663,42.11861425116986,62.273540573815104,2.3750276825822265,19.32276035042633,2304
36061016300,75444.86148172632,34.80214904863719,69.2311494883958,40.18663239654187,63.70018296782435,4.905846860452019,18.79535321721905,1448
36061016400,76674.12583493207,45.81861601803325,87.59632971883877,58.15120625556046,74.66393395011332,6.711740252862546,18.47820303925715,1922
36061016500,101273.04659279491,51.25779713327999,80.77391334686078,55.483183414523246,82.72071686696158,7.199819901410913,18.38219580354916,4083
36061016600,104744.02696387393,46.074416804957124,89.1614696023876,52.35881502604169,74.90397424507118,3.7444402516622235,18.510772743460127,4895
36061016700,90123.01280930682,43.741421707341715,77.70751766094723,57.86730359823569,81.70599664220912,4.086045488456053,18.859340989547594,2828
36061016800,99782.52027002953,40.05639650574732,73.5674516861466,45.581427606879075,72.50327676782307,3.906596399627526,19.41605592183933,3320
36061016900,95292.13601690343,54.42918669658371,82.84651051810455,46.297071889659364,78.69975681142196,5.807422939797618,20.163684250652974,3947
36061017000,47112.15841874112,44.597929867312594,71.98737931325867,52.04291288104962,60.34399216902063,3.288432016916742,21.08192466450888,4390
36061017100,48082.331165373245,31.756527877319375,66.68476637392122,55.69793954222935,70.61521402111373,5.154459858689625,22.149568450875577,3066
36061017200,62607.959918219625,34.42357580118852,66.56385507218623,48.680387323477504,61.32900644519426,2.882447810844845,23.34612746388607,3810
36061017300,74041.00747458557,44.164713099291085,64.67231660084624,40.988870209837735,53.469601485319146,3.093883161175574,24.652837616794898,1659
36061017400,73569.54854240696,27.958404773084684,58.19809779392577,51.79604571271234,57.67665903866088,2.9296806780679665,26.05313009141228,4471
36061017500,56088.091027247065,39.13874912303601,69.59293430067767,38.30588221940349,64.00503918889042,2.964525364929755,27.53273002373801,3757
36061017600,65542.36298716447,32.46813933971933,68.81358490230681,40.18593517731547,58.5931362547787,3.6818256262115048,29.079534170272304,3003
36061017700,74079.29929387131,36.45467216844732,59.65937744170711,37.66959944831888,51.612030275142494,3.3198482674344127,30.68338055951625,3978
36061017800,63105.521078455386,43.23770571630992,65.3102579798222,38.17816335338707,62.20450298955282,1.8383852056942138,32.33578246401358,2619
36061017900,69708.65468801418,48.91536552708645,51.379160327128425,36.14109442302509,55.643741493864,2.154264209339765,34.02966738832576,1162
36061018000,58268.37016036836,44.678165065040105,69.49669305562225,42.42414187779997,58.57773757722077,3.6119735907150536,35.75914075533657,1581
36061018100,56960.98472693156,34.75142387346769,30.672272003665654,30.93979805183032,38.12874906688822,0.7088680566763927,32.803561487131944,1689
36061018200,67332.8680780212,31.94686652517685,47.99666691374545,30.327350951632344,33.27579372351178,1.9450916513203256,31.06224285591846,4726
36061018300,81464.0684284618,32.86895693127183,46.557367506443455,41.81569523291563,32.48850892943456,1.2417216969426395,29.358723852374172,4652
36061018400,74625.23804422223,28.961952655194803,41.306605091432196,36.95898730032504,39.44010659263074,1.4127909090446997,27.69997926425223,1424
36061018500,55661.054808925124,39.40016079326226,38.359798677409685,31.332603676313465,33.67508211154085,1.3176582923910496,26.09454897560053,2687
36061018600,58443.06615607652,42.2027938669887,44.456286064169674,31.015025428500024,34.15670194459537,1.3153073260139692,24.55289333744648,2517
36061018700,68749.0192458597,34.69392574260094,33.31549080326552,44.18547220500423,36.99950742961324,1.5035335059936625,23.087791281107414,1097
36061018800,80859.60725212816,34.203245289768795,44.985674253915526,34.358813397095325,35.73940269835333,0.6679038905322955,21.714743637447793,5666
36061018900,68777.19632790874,26.03913155108537,45.72556398768066,33.02045673203962,25.172416697760774,0.7470595301484438,20.452298800868306,2091
36061019000,77702.54517065905,35.387717190078746,34.097625483014255,43.167451172280614,37.591637099030585,1.8058676375690104,19.322148204585833,4048
36061019100,71805.46775124736,40.01459013998694,41.1596147756528,38.28770422174088,21.88303820251396,1.0154947889136545,18.348753261189433,2067
36061019200,66548.07191810857,44.934375241028704,62.10947399913261,53.13560209448588,72.33154740900338,3.5216800300302493,17.55820410064799,5402
36061019300,52824.3709217806,35.601698873191246,61.880722088685324,47.13341948283529,71.36222827184126,3.1057667623335843,16.97606450977446,5654
36061019400,71750.44875521513,66.90873791270603,80.40381046503109,53.95205880640434,78.36730287893802,3.8301715670809773,16.624242877196043,5943
36061019500,111430.75541992518,67.184297642973,75.53808974755617,64.67042945430444,72.11067292073137,4.01007834201245,16.517463069127142,1612
36061019600,103958.11408204997,64.6113252234692,76.26323989634565,60.97186544765503,84.51633815655083,7.2843696803754705,16.66043730638559,3696
36061019700,108216.21212649212,55.15620320729914,89.34253230518341,53.35521958550199,84.76165478554746,6.339599994018135,17.046882595947427,5364
36061019800,79380.67190317283,69.91234471244985,89.59564915709043,58.122680360411614,71.94739673427577,6.434304988375145,17.660823628585863,3400
36061019900,61761.84954614354,64.68875338664458,74.19505895367362,52.58054252438195,84.60186084964259,4.684202509305516,18.479600272732903,1264
36061020000,77762.54055446625,46.22381264956633,74.20485597246623,46.287002263674964,67.06751848399222,5.286547590841886,19.477397445243565,2899
36061020100,57562.43179970928,37.6296594353495,76.38510209742923,57.596438279033904,67.8815236881854,2.9773597631458646,20.62825359161575,4831
36061020200,48487.17871327325,51.57232342061567,68.4023745569545,58.10719748555741,71.09506951090145,2.765041671658347,21.908060873568306,2098
36061020300,69534.42754645023,40.52321418696078,57.047498932193086,51.8289510616952,59.42574334796329,3.9477623450378863,23.295576108781745,1930
36061020400,50933.46799752073,43.48236837911933,52.12687452511549,41.29839177225935,50.076342682486946,3.2041737060040503,24.77270778982462,3501
36061020500,75672.1177671736,30.679488925587872,66.7408225048588,40.58552176908821,62.857638201174154,3.2353764337745776,26.32437437509133,5628
36061020600,50995.680636872785,32.5986600310181,63.06325581062566,53.766096368969656,67.42408964526103,3.4151619413382566,27.938159768315966,4938
36061020700,51772.8167023476,47.471184704506186,63.015370951174944,52.48453448276703,50.00376799113164,1.9227026758899812,29.60390694215852,2377
36061020800,63411.666314192764,36.50895678004816,67.2912721904534,45.93296440375577,57.60801097940819,3.942000821276648,31.313324499964505,4917
36061020900,64372.10189310054,25.450002223630374,58.42888083158495,35.543500321816886,69.32486821413596,1.8186348985571725,33.05963893087728,5088
36061021000,58766.54691385693,47.76925404109788,65.07923807193568,51.09813553682877,50.36013111200909,3.907025892685065,34.837302008622274,3810
36061021100,73847.14331389844,35.6535177352311,42.70178211819437,36.747633119588386,24.368863657666143,0.6803708397675134,31.905329774193433,3723
36061021200,57896.034105863226,29.837876565176778,30.248080725546295,37.031519481967585,26.025305215200007,1.3975362264466382,30.112113061026548,2762
36061021300,61790.54483024458,39.60492294180292,41.976165927669825,30.96736906873751,37.54478914324401,1.8158926442392693,28.35156235553833,5008
36061021400,84670.85075050521,37.52352343186276,40.62633041136118,42.57228275327887,25.705806767146328,1.1437738900945353,26.630157209449433,1778
